transaction_id,amount,failure_reason,ml_recovery_probability,ai_recommended_action,approved_action,guardrail_reason,simulated_recovery_probability,simulated_recovered
TXN000660,1543.42,Bank Timeout,0.8347,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN000665,497.99,Authentication Failed,0.4721,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN000667,3128.31,Bank Timeout,0.8138,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN000671,1057.04,Bank Timeout,0.4343,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000672,438.2,Network Error,0.5053,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000674,821.02,Authentication Failed,0.418,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN000676,839.62,Network Error,0.6062,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000680,1339.92,Network Error,0.6548,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000685,2645.9,Expired Card,0.1385,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000699,2786.79,Bank Timeout,0.816,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN000703,590.93,Insufficient Funds,0.3768,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000704,1518.75,Expired Card,0.103,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000705,2350.77,Bank Timeout,0.8573,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN000709,593.69,Authentication Failed,0.5258,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN000710,1299.13,Insufficient Funds,0.6319,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN000711,1194.44,Expired Card,0.3068,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN000714,570.39,Expired Card,0.0891,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000717,877.68,Bank Timeout,0.7343,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000725,1074.42,Expired Card,0.1356,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000734,5352.68,Bank Timeout,0.716,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000738,851.62,Authentication Failed,0.3614,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN000739,113.75,Bank Timeout,0.644,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000740,1111.55,Authentication Failed,0.4946,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN000741,2945.69,Bank Timeout,0.761,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000746,2698.22,Authentication Failed,0.5256,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN000747,543.06,Insufficient Funds,0.2842,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000752,888.64,Insufficient Funds,0.5605,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN000753,1207.86,Authentication Failed,0.5218,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN000755,826.14,Network Error,0.4644,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000759,1874.65,Network Error,0.798,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN000760,1884.79,Insufficient Funds,0.4232,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000761,4176.32,Bank Timeout,0.6725,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN000763,1115.11,Authentication Failed,0.5159,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN000764,1318.91,Insufficient Funds,0.6056,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN000765,3057.38,Insufficient Funds,0.5851,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN000769,1428.03,Insufficient Funds,0.3993,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000772,1271.3,Network Error,0.7075,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN000773,6311.44,Expired Card,0.2739,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN000775,777.91,Bank Timeout,0.7528,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000778,1430.06,Network Error,0.7631,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN000779,1541.81,Insufficient Funds,0.6465,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN000784,928.92,Insufficient Funds,0.4381,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000785,752.93,Bank Timeout,0.7894,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN000786,1356.55,Authentication Failed,0.4869,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN000787,1988.93,Bank Timeout,0.7865,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN000792,309.92,Bank Timeout,0.7061,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN000793,1109.23,Insufficient Funds,0.6334,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN000796,5359.94,Insufficient Funds,0.6092,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN000798,2292.32,Bank Timeout,0.7713,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000800,482.52,Expired Card,0.122,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000804,2846.96,Network Error,0.6358,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000806,141.64,Bank Timeout,0.7099,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN000809,2850.61,Bank Timeout,0.8042,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN000811,3525.53,Insufficient Funds,0.6203,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN000812,276.97,Expired Card,0.1813,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000813,1728.11,Expired Card,0.0583,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000820,1536.51,Insufficient Funds,0.6322,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN000827,4700.29,Authentication Failed,0.55,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN000832,367.69,Insufficient Funds,0.5635,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN000833,1159.56,Expired Card,0.123,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000837,448.89,Expired Card,0.1361,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN000840,1663.66,Authentication Failed,0.4992,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN000846,651.96,Bank Timeout,0.7832,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN000847,1176.22,Bank Timeout,0.5627,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN000848,1505.3,Expired Card,0.141,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN000849,3636.82,Network Error,0.5575,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000851,2111.22,Network Error,0.5225,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000854,1368.45,Expired Card,0.2573,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN000857,1722.76,Insufficient Funds,0.5117,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000858,485.06,Insufficient Funds,0.5536,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN000859,987.15,Insufficient Funds,0.4239,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000862,3078.8,Network Error,0.6639,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,True
TXN000863,585.81,Network Error,0.7731,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN000875,747.52,Bank Timeout,0.6125,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000877,739.15,Expired Card,0.1368,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000878,3480.41,Insufficient Funds,0.4676,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000880,1439.49,Network Error,0.8252,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN000881,1187.59,Network Error,0.7485,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN000883,1701.23,Network Error,0.8159,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000885,2570.62,Authentication Failed,0.4442,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN000889,1710.28,Expired Card,0.0634,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000891,1199.53,Bank Timeout,0.8381,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN000893,621.62,Expired Card,0.1762,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN000894,400.69,Bank Timeout,0.766,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN000898,243.73,Insufficient Funds,0.5578,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000912,627.31,Network Error,0.4921,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000913,2161.9,Authentication Failed,0.4207,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN000914,181.72,Expired Card,0.1586,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000915,244.39,Network Error,0.5304,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000916,1800.41,Authentication Failed,0.3397,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,True
TXN000917,2247.68,Expired Card,0.223,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN000921,2000.0,Insufficient Funds,0.4937,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000926,2584.36,Network Error,0.7194,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN000927,497.57,Expired Card,0.1246,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN000928,2313.66,Authentication Failed,0.4364,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN000933,351.57,Network Error,0.7954,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN000938,712.6,Bank Timeout,0.5795,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000939,840.41,Expired Card,0.2049,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN000943,1596.25,Bank Timeout,0.5997,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000945,1472.74,Network Error,0.7934,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN000946,1411.74,Authentication Failed,0.5229,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN000955,929.66,Network Error,0.7685,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN000957,1808.78,Bank Timeout,0.8178,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000962,2195.37,Expired Card,0.208,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN000963,5375.73,Bank Timeout,0.8033,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000969,272.8,Network Error,0.6959,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,False
TXN000973,2244.6,Insufficient Funds,0.5398,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN000977,1442.96,Expired Card,0.1905,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN000978,1403.55,Bank Timeout,0.6969,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN000979,274.81,Network Error,0.7704,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN000982,1609.3,Network Error,0.5538,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,True
TXN000984,689.44,Bank Timeout,0.5424,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000985,788.08,Expired Card,0.2736,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN000988,1374.37,Authentication Failed,0.4596,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN000989,1016.0,Bank Timeout,0.5565,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN000990,264.81,Network Error,0.8047,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN000997,2347.62,Authentication Failed,0.4136,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN000998,817.94,Expired Card,0.1707,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001002,430.86,Expired Card,0.1258,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001008,1595.04,Authentication Failed,0.481,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001012,1582.42,Network Error,0.538,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001017,2799.87,Insufficient Funds,0.5144,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001020,1302.86,Bank Timeout,0.5624,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001021,2863.24,Authentication Failed,0.5424,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001022,920.65,Network Error,0.7326,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001023,1338.55,Authentication Failed,0.4879,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001025,714.61,Insufficient Funds,0.4537,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001031,1912.21,Expired Card,0.1242,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001035,2210.2,Network Error,0.7,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001036,3562.21,Expired Card,0.101,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001037,2433.92,Network Error,0.6315,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001038,755.06,Expired Card,0.219,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001045,2720.3,Authentication Failed,0.3495,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001053,922.06,Insufficient Funds,0.5198,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001054,2180.81,Insufficient Funds,0.514,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001055,481.8,Network Error,0.6482,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001057,1161.69,Network Error,0.656,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001058,925.41,Bank Timeout,0.7605,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001059,238.35,Authentication Failed,0.4942,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001064,843.13,Network Error,0.8003,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001067,789.07,Authentication Failed,0.4443,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001070,5248.72,Expired Card,0.2153,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001071,1149.62,Expired Card,0.149,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001073,1266.31,Expired Card,0.3028,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001076,2857.77,Insufficient Funds,0.6885,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001077,2767.99,Bank Timeout,0.5734,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001080,718.05,Expired Card,0.0927,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001089,1878.74,Expired Card,0.0883,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001093,988.7,Authentication Failed,0.4045,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001098,481.61,Authentication Failed,0.4159,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001099,1496.95,Network Error,0.7838,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001101,443.13,Bank Timeout,0.7234,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001102,1444.45,Authentication Failed,0.5332,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001104,1007.29,Bank Timeout,0.7254,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001110,677.05,Network Error,0.6554,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,True
TXN001111,224.0,Insufficient Funds,0.5814,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001112,673.16,Bank Timeout,0.8274,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,True
TXN001115,1784.25,Bank Timeout,0.6678,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001117,802.76,Bank Timeout,0.4697,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001119,1666.89,Bank Timeout,0.8444,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001120,845.16,Network Error,0.7549,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001123,3364.87,Insufficient Funds,0.445,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001125,2240.3,Bank Timeout,0.8768,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001132,614.37,Expired Card,0.1161,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001136,4561.65,Authentication Failed,0.4703,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001138,382.6,Authentication Failed,0.5276,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001141,465.6,Expired Card,0.1884,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN001143,4014.85,Bank Timeout,0.8577,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN001150,620.31,Bank Timeout,0.7262,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001152,404.85,Expired Card,0.0957,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001153,1319.7,Bank Timeout,0.5662,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001154,1839.39,Bank Timeout,0.7856,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN001155,526.88,Insufficient Funds,0.6116,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN001159,361.0,Insufficient Funds,0.5659,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001164,463.94,Authentication Failed,0.4308,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN001168,2608.87,Expired Card,0.1022,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN001169,5818.73,Network Error,0.7092,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001170,486.97,Insufficient Funds,0.5872,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN001171,2690.51,Network Error,0.769,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN001173,1855.47,Expired Card,0.2243,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN001174,396.9,Network Error,0.6575,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001184,501.17,Network Error,0.6728,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001188,370.79,Authentication Failed,0.3935,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN001189,1258.94,Network Error,0.6898,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN001199,1643.32,Network Error,0.7343,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
